,Dividends,Stock Splits
0,AAPL,
1987-05-11 00:00:00,0.000536,0.0
1987-06-16 00:00:00,0.0,2.0
1987-08-10 00:00:00,0.000536,0.0
1987-11-17 00:00:00,0.000714,0.0
1988-02-12 00:00:00,0.000714,0.0
1988-05-16 00:00:00,0.000714,0.0
1988-08-15 00:00:00,0.000714,0.0
1988-11-21 00:00:00,0.000893,0.0
1989-02-17 00:00:00,0.000893,0.0
1989-05-22 00:00:00,0.000893,0.0
1989-08-21 00:00:00,0.000893,0.0
1989-11-17 00:00:00,0.000982,0.0
1990-02-16 00:00:00,0.000982,0.0
1990-05-21 00:00:00,0.000982,0.0
1990-08-20 00:00:00,0.000982,0.0
1990-11-16 00:00:00,0.001071,0.0
1991-02-15 00:00:00,0.001071,0.0
1991-05-20 00:00:00,0.001071,0.0
1991-08-19 00:00:00,0.001071,0.0
1991-11-18 00:00:00,0.001071,0.0
1992-02-14 00:00:00,0.001071,0.0
1992-06-01 00:00:00,0.001071,0.0
1992-08-17 00:00:00,0.001071,0.0
1992-11-30 00:00:00,0.001071,0.0
1993-02-12 00:00:00,0.001071,0.0
1993-05-28 00:00:00,0.001071,0.0
1993-08-16 00:00:00,0.001071,0.0
1993-11-19 00:00:00,0.001071,0.0
1994-02-07 00:00:00,0.001071,0.0
1994-05-27 00:00:00,0.001071,0.0
1994-08-15 00:00:00,0.001071,0.0
1994-11-18 00:00:00,0.001071,0.0
1995-02-13 00:00:00,0.001071,0.0
1995-05-26 00:00:00,0.001071,0.0
1995-08-16 00:00:00,0.001071,0.0
1995-11-21 00:00:00,0.001071,0.0
2000-06-21 00:00:00,0.0,2.0
2005-02-28 00:00:00,0.0,2.0
2012-08-09 00:00:00,0.094643,0.0
2012-11-07 00:00:00,0.094643,0.0
2013-02-07 00:00:00,0.094643,0.0
2013-05-09 00:00:00,0.108929,0.0
2013-08-08 00:00:00,0.108929,0.0
2013-11-06 00:00:00,0.108929,0.0
2014-02-06 00:00:00,0.108929,0.0
2014-05-08 00:00:00,0.1175,0.0
2014-06-09 00:00:00,0.0,7.0
2014-08-07 00:00:00,0.1175,0.0
2014-11-06 00:00:00,0.1175,0.0
2015-02-05 00:00:00,0.1175,0.0
2015-05-07 00:00:00,0.13,0.0
2015-08-06 00:00:00,0.13,0.0
2015-11-05 00:00:00,0.13,0.0
2016-02-04 00:00:00,0.13,0.0
2016-05-05 00:00:00,0.1425,0.0
2016-08-04 00:00:00,0.1425,0.0
2016-11-03 00:00:00,0.1425,0.0
2017-02-09 00:00:00,0.1425,0.0
2017-05-11 00:00:00,0.1575,0.0
2017-08-10 00:00:00,0.1575,0.0
2017-11-10 00:00:00,0.1575,0.0
2018-02-09 00:00:00,0.1575,0.0
2018-05-11 00:00:00,0.1825,0.0
2018-08-10 00:00:00,0.1825,0.0
2018-11-08 00:00:00,0.1825,0.0
2019-02-08 00:00:00,0.1825,0.0
2019-05-10 00:00:00,0.1925,0.0
2019-08-09 00:00:00,0.1925,0.0
2019-11-07 00:00:00,0.1925,0.0
2020-02-07 00:00:00,0.1925,0.0
2020-05-08 00:00:00,0.205,0.0
2020-08-07 00:00:00,0.205,0.0
2020-08-31 00:00:00,0.0,4.0
2020-11-06 00:00:00,0.205,0.0
2021-02-05 00:00:00,0.205,0.0
2021-05-07 00:00:00,0.22,0.0
2021-08-06 00:00:00,0.22,0.0
0,AMZN,
1998-06-02 00:00:00,0.0,2.0
1999-01-05 00:00:00,0.0,3.0
1999-09-02 00:00:00,0.0,2.0
0,BLK,
2003-09-04 00:00:00,0.2,0.0
2003-12-01 00:00:00,0.2,0.0
2004-03-05 00:00:00,0.25,0.0
2004-06-03 00:00:00,0.25,0.0
2004-08-31 00:00:00,0.25,0.0
2004-12-01 00:00:00,0.25,0.0
2005-03-03 00:00:00,0.3,0.0
2005-06-03 00:00:00,0.3,0.0
2005-08-31 00:00:00,0.3,0.0
2005-12-01 00:00:00,0.3,0.0
2006-03-03 00:00:00,0.42,0.0
2006-06-05 00:00:00,0.42,0.0
